origem,faultNumber,simulationRun,conjunto
Training,9,198,nao_usado_training
Training,9,265,nao_usado_training
Training,9,339,nao_usado_training
Training,9,451,nao_usado_training
Training,9,402,nao_usado_training
Training,9,401,nao_usado_training
Training,9,287,nao_usado_training
Training,9,169,nao_usado_training
Training,9,80,nao_usado_training
Training,9,86,nao_usado_training
Training,9,249,nao_usado_training
Training,9,65,nao_usado_training
Training,9,408,nao_usado_training
Training,9,120,nao_usado_training
Training,9,399,nao_usado_training
Training,9,156,nao_usado_training
Training,9,467,nao_usado_training
Training,9,217,nao_usado_training
Training,9,144,nao_usado_training
Training,9,124,nao_usado_training
Training,9,229,nao_usado_training
Training,9,315,nao_usado_training
Training,9,117,nao_usado_training
Training,9,29,nao_usado_training
Training,9,355,nao_usado_training
Training,9,131,nao_usado_training
Training,9,495,nao_usado_training
Training,9,171,nao_usado_training
Training,9,233,nao_usado_training
Training,9,62,nao_usado_training
Training,9,255,nao_usado_training
Training,9,53,nao_usado_training
Training,9,103,nao_usado_training
Training,9,228,nao_usado_training
Training,9,383,nao_usado_training
Training,9,488,nao_usado_training
Training,9,384,nao_usado_training
Training,9,49,nao_usado_training
Training,9,361,nao_usado_training
Training,9,337,nao_usado_training
Training,9,13,nao_usado_training
Training,9,71,nao_usado_training
Training,9,17,nao_usado_training
Training,9,26,nao_usado_training
Training,9,357,nao_usado_training
Training,9,128,nao_usado_training
Training,9,307,nao_usado_training
Training,9,254,nao_usado_training
Training,9,327,nao_usado_training
Training,9,64,nao_usado_training
Training,9,316,nao_usado_training
Training,9,48,nao_usado_training
Training,9,364,nao_usado_training
Training,9,430,nao_usado_training
Training,9,473,nao_usado_training
Training,9,456,nao_usado_training
Training,9,276,nao_usado_training
Training,9,336,nao_usado_training
Training,9,267,nao_usado_training
Training,9,428,nao_usado_training
Training,9,243,nao_usado_training
Training,9,497,nao_usado_training
Training,9,466,nao_usado_training
Training,9,157,nao_usado_training
Training,9,193,nao_usado_training
Training,9,274,nao_usado_training
Training,9,382,nao_usado_training
Training,9,195,nao_usado_training
Training,9,19,nao_usado_training
Training,9,175,nao_usado_training
Training,9,322,nao_usado_training
Training,9,72,nao_usado_training
Training,9,152,nao_usado_training
Training,9,487,nao_usado_training
Training,9,147,nao_usado_training
Training,9,496,nao_usado_training
Training,9,333,nao_usado_training
Training,9,435,nao_usado_training
Training,9,388,nao_usado_training
Training,9,167,nao_usado_training
Training,9,206,nao_usado_training
Training,9,11,nao_usado_training
Training,9,28,nao_usado_training
Training,9,422,nao_usado_training
Training,9,201,nao_usado_training
Training,9,162,nao_usado_training
Training,9,115,nao_usado_training
Training,9,417,nao_usado_training
Training,9,122,nao_usado_training
Training,9,235,nao_usado_training
Training,9,126,nao_usado_training
Training,9,400,nao_usado_training
Training,9,246,nao_usado_training
Training,9,306,nao_usado_training
Training,9,465,nao_usado_training
Training,9,371,nao_usado_training
Training,9,108,nao_usado_training
Training,9,134,nao_usado_training
Training,9,85,nao_usado_training
Training,9,104,nao_usado_training
Training,9,247,nao_usado_training
Training,9,45,nao_usado_training
Training,9,112,nao_usado_training
Training,9,478,nao_usado_training
Training,9,160,nao_usado_training
Training,9,141,nao_usado_training
Training,9,347,nao_usado_training
Training,9,165,nao_usado_training
Training,9,239,nao_usado_training
Training,9,285,nao_usado_training
Training,9,362,nao_usado_training
Training,9,76,nao_usado_training
Training,9,87,nao_usado_training
Training,9,261,nao_usado_training
Training,9,118,nao_usado_training
Training,9,368,nao_usado_training
Training,9,440,nao_usado_training
Training,9,35,nao_usado_training
Training,9,342,nao_usado_training
Training,9,6,nao_usado_training
Training,9,389,nao_usado_training
Training,9,213,nao_usado_training
Training,9,97,nao_usado_training
Training,9,395,nao_usado_training
Training,9,424,nao_usado_training
Training,9,177,nao_usado_training
Training,9,110,nao_usado_training
Training,9,36,nao_usado_training
Training,9,55,nao_usado_training
Training,9,32,nao_usado_training
Training,9,302,nao_usado_training
Training,9,392,nao_usado_training
Training,9,479,nao_usado_training
Training,9,329,nao_usado_training
Training,9,52,nao_usado_training
Training,9,453,nao_usado_training
Training,9,359,nao_usado_training
Training,9,277,nao_usado_training
Training,9,153,nao_usado_training
Training,9,23,nao_usado_training
Training,9,234,nao_usado_training
Training,9,312,nao_usado_training
Training,9,468,nao_usado_training
Training,9,140,nao_usado_training
Training,9,196,nao_usado_training
Training,9,469,nao_usado_training
Training,9,431,nao_usado_training
Training,9,291,nao_usado_training
Training,9,484,nao_usado_training
Training,9,84,nao_usado_training
Training,9,303,nao_usado_training
Training,9,109,nao_usado_training
Training,9,351,nao_usado_training
Training,9,21,nao_usado_training
Training,9,202,nao_usado_training
Training,9,133,nao_usado_training
Training,9,483,nao_usado_training
Training,9,415,nao_usado_training
Training,9,102,nao_usado_training
Training,9,121,nao_usado_training
Training,9,242,nao_usado_training
Training,9,3,nao_usado_training
Training,9,311,nao_usado_training
Training,9,129,nao_usado_training
Training,9,207,nao_usado_training
Training,9,324,nao_usado_training
Training,9,88,nao_usado_training
Training,9,310,nao_usado_training
Training,9,426,nao_usado_training
Training,9,135,nao_usado_training
Training,9,256,nao_usado_training
Training,9,214,nao_usado_training
Training,9,260,nao_usado_training
Training,9,205,nao_usado_training
Training,9,185,nao_usado_training
Training,9,186,nao_usado_training
Training,9,139,nao_usado_training
Training,9,150,nao_usado_training
Training,9,443,nao_usado_training
Training,9,354,nao_usado_training
Training,9,18,nao_usado_training
Training,9,92,nao_usado_training
Training,9,335,nao_usado_training
Training,9,398,nao_usado_training
Training,9,397,nao_usado_training
Training,9,252,nao_usado_training
Training,9,114,nao_usado_training
Training,9,441,nao_usado_training
Training,9,230,nao_usado_training
Training,9,188,nao_usado_training
Training,9,123,nao_usado_training
Training,9,363,nao_usado_training
Training,9,58,nao_usado_training
Training,9,258,nao_usado_training
Training,9,463,nao_usado_training
Training,9,187,nao_usado_training
Training,9,56,nao_usado_training
Training,9,476,nao_usado_training
Training,9,486,nao_usado_training
Training,9,37,nao_usado_training
Training,9,182,nao_usado_training
Training,9,353,nao_usado_training
Training,9,494,nao_usado_training
Training,9,439,nao_usado_training
Training,9,295,nao_usado_training
Training,9,345,nao_usado_training
Training,9,107,nao_usado_training
Training,9,390,nao_usado_training
Training,9,454,nao_usado_training
Training,9,209,nao_usado_training
Training,9,179,nao_usado_training
Training,9,264,nao_usado_training
Training,9,238,nao_usado_training
Training,9,91,nao_usado_training
Training,9,376,nao_usado_training
Training,9,321,nao_usado_training
Training,9,358,nao_usado_training
Training,9,387,nao_usado_training
Training,9,174,nao_usado_training
Training,9,77,nao_usado_training
Training,9,319,nao_usado_training
Training,9,485,nao_usado_training
Training,9,275,nao_usado_training
Training,9,462,nao_usado_training
Training,9,38,nao_usado_training
Training,9,481,nao_usado_training
Training,9,482,nao_usado_training
Training,9,304,nao_usado_training
Training,9,94,nao_usado_training
Training,9,338,nao_usado_training
Training,9,16,nao_usado_training
Training,9,331,nao_usado_training
Training,9,161,nao_usado_training
Training,9,314,nao_usado_training
Training,9,318,nao_usado_training
Training,9,61,nao_usado_training
Training,9,203,nao_usado_training
Training,9,296,nao_usado_training
Training,9,290,nao_usado_training
Training,9,299,nao_usado_training
Training,9,69,nao_usado_training
Training,9,366,nao_usado_training
Training,9,225,nao_usado_training
Training,9,63,nao_usado_training
Training,9,47,nao_usado_training
Training,9,111,nao_usado_training
Training,9,151,nao_usado_training
Training,9,245,nao_usado_training
Training,9,491,nao_usado_training
Training,9,39,nao_usado_training
Training,9,168,nao_usado_training
Training,9,212,nao_usado_training
Training,9,434,nao_usado_training
Training,9,170,nao_usado_training
Training,9,41,nao_usado_training
Training,9,377,nao_usado_training
Training,9,43,nao_usado_training
Training,9,273,nao_usado_training
Training,9,348,nao_usado_training
Training,9,500,nao_usado_training
Training,9,403,nao_usado_training
Training,9,410,nao_usado_training
Training,9,411,nao_usado_training
Training,9,480,nao_usado_training
Training,9,379,nao_usado_training
Training,9,93,nao_usado_training
Training,9,132,nao_usado_training
Training,9,271,nao_usado_training
Training,9,367,nao_usado_training
Training,9,412,nao_usado_training
Training,9,409,nao_usado_training
Training,9,127,nao_usado_training
Training,9,341,nao_usado_training
Training,9,244,nao_usado_training
Training,9,419,nao_usado_training
Training,9,178,nao_usado_training
Training,9,54,nao_usado_training
Training,9,283,nao_usado_training
Training,9,370,nao_usado_training
Training,9,330,nao_usado_training
Training,9,145,nao_usado_training
Training,9,166,nao_usado_training
Training,9,176,nao_usado_training
Training,9,262,nao_usado_training
Training,9,288,nao_usado_training
Training,9,416,nao_usado_training
Training,9,106,nao_usado_training
Training,9,46,nao_usado_training
Training,9,237,nao_usado_training
Training,9,73,nao_usado_training
Training,9,420,nao_usado_training
Training,9,138,nao_usado_training
Training,9,385,nao_usado_training
Training,9,83,nao_usado_training
Training,9,164,nao_usado_training
Training,9,137,nao_usado_training
Training,9,305,nao_usado_training
Training,9,7,nao_usado_training
Training,9,68,nao_usado_training
Training,9,301,nao_usado_training
Training,9,369,nao_usado_training
Training,9,449,nao_usado_training
Training,9,284,nao_usado_training
Training,9,493,nao_usado_training
Training,9,25,nao_usado_training
Training,9,414,nao_usado_training
Training,9,98,nao_usado_training
Training,9,356,nao_usado_training
Training,9,278,nao_usado_training
Training,9,248,nao_usado_training
Training,10,460,treino
Training,10,310,treino
Training,10,165,treino
Training,10,468,treino
Training,10,121,treino
Training,10,79,treino
Training,10,334,treino
Training,10,124,treino
Training,10,97,treino
Training,10,141,treino
Training,10,87,treino
Training,10,263,treino
Training,10,303,treino
Training,10,370,treino
Training,10,46,treino
Training,10,245,treino
Training,10,157,treino
Training,10,117,treino
Training,10,92,treino
Training,10,423,treino
Training,10,33,treino
Training,10,347,treino
Training,10,470,treino
Training,10,269,treino
Training,10,471,treino
Training,10,100,treino
Training,10,228,treino
Training,10,161,treino
Training,10,178,treino
Training,10,280,treino
Training,10,379,treino
Training,10,336,treino
Training,10,241,treino
Training,10,22,treino
Training,10,454,treino
Training,10,163,treino
Training,10,354,treino
Training,10,285,treino
Training,10,173,treino
Training,10,175,treino
Training,10,362,treino
Training,10,91,treino
Training,10,202,treino
Training,10,267,treino
Training,10,295,treino
Training,10,248,treino
Training,10,159,treino
Training,10,205,treino
Training,10,186,treino
Training,10,352,treino
Training,10,47,treino
Training,10,414,treino
Training,10,151,treino
Training,10,158,treino
Training,10,41,treino
Training,10,410,treino
Training,10,35,treino
Training,10,146,treino
Training,10,105,treino
Training,10,78,treino
Training,10,373,treino
Training,10,348,treino
Training,10,486,treino
Training,10,5,treino
Training,10,70,treino
Training,10,10,treino
Training,10,429,treino
Training,10,458,treino
Training,10,386,treino
Training,10,24,treino
Training,10,67,treino
Training,10,34,treino
Training,10,297,treino
Training,10,255,treino
Training,10,358,treino
Training,10,134,treino
Training,10,365,treino
Training,10,198,treino
Training,10,274,treino
Training,10,27,treino
Training,10,472,treino
Training,10,307,treino
Training,10,80,treino
Training,10,291,treino
Training,10,272,treino
Training,10,122,treino
Training,10,275,treino
Training,10,353,treino
Training,10,168,treino
Training,10,499,treino
Training,10,213,treino
Training,10,194,treino
Training,10,199,treino
Training,10,337,treino
Training,10,413,treino
Training,10,372,treino
Training,10,162,treino
Training,10,147,treino
Training,10,448,treino
Training,10,367,treino
Training,10,361,validacao
Training,10,440,validacao
Training,10,311,validacao
Training,10,405,validacao
Training,10,328,validacao
Training,10,363,validacao
Training,10,204,validacao
Training,10,478,validacao
Training,10,37,validacao
Training,10,426,validacao
Training,10,123,validacao
Training,10,401,validacao
Training,10,221,validacao
Training,10,430,validacao
Training,10,474,validacao
Training,10,371,validacao
Training,10,135,validacao
Training,10,456,validacao
Training,10,154,validacao
Training,10,83,validacao
Training,10,493,validacao
Training,10,63,validacao
Training,10,66,validacao
Training,10,418,validacao
Training,10,21,validacao
Training,10,314,validacao
Training,10,384,validacao
Training,10,301,validacao
Training,10,357,validacao
Training,10,253,validacao
Training,10,102,validacao
Training,10,308,validacao
Training,10,319,validacao
Training,10,85,validacao
Training,10,244,validacao
Training,10,254,validacao
Training,10,172,validacao
Training,10,115,validacao
Training,10,42,validacao
Training,10,107,validacao
Training,10,387,validacao
Training,10,12,validacao
Training,10,287,validacao
Training,10,136,validacao
Training,10,140,validacao
Training,10,15,validacao
Training,10,419,validacao
Training,10,9,validacao
Training,10,407,validacao
Training,10,385,validacao
Training,10,44,nao_usado_training
Training,10,1,nao_usado_training
Training,10,488,nao_usado_training
Training,10,137,nao_usado_training
Training,10,360,nao_usado_training
Training,10,57,nao_usado_training
Training,10,325,nao_usado_training
Training,10,240,nao_usado_training
Training,10,108,nao_usado_training
Training,10,342,nao_usado_training
Training,10,374,nao_usado_training
Training,10,262,nao_usado_training
Training,10,437,nao_usado_training
Training,10,294,nao_usado_training
Training,10,453,nao_usado_training
Training,10,377,nao_usado_training
Training,10,473,nao_usado_training
Training,10,279,nao_usado_training
Training,10,393,nao_usado_training
Training,10,232,nao_usado_training
Training,10,180,nao_usado_training
Training,10,103,nao_usado_training
Training,10,30,nao_usado_training
Training,10,329,nao_usado_training
Training,10,2,nao_usado_training
Training,10,346,nao_usado_training
Training,10,16,nao_usado_training
Training,10,237,nao_usado_training
Training,10,284,nao_usado_training
Training,10,443,nao_usado_training
Training,10,111,nao_usado_training
Training,10,217,nao_usado_training
Training,10,380,nao_usado_training
Training,10,257,nao_usado_training
Training,10,174,nao_usado_training
Training,10,23,nao_usado_training
Training,10,109,nao_usado_training
Training,10,259,nao_usado_training
Training,10,338,nao_usado_training
Training,10,152,nao_usado_training
Training,10,17,nao_usado_training
Training,10,417,nao_usado_training
Training,10,129,nao_usado_training
Training,10,164,nao_usado_training
Training,10,431,nao_usado_training
Training,10,81,nao_usado_training
Training,10,400,nao_usado_training
Training,10,344,nao_usado_training
Training,10,497,nao_usado_training
Training,10,447,nao_usado_training
Training,10,225,nao_usado_training
Training,10,369,nao_usado_training
Training,10,432,nao_usado_training
Training,10,252,nao_usado_training
Training,10,233,nao_usado_training
Training,10,435,nao_usado_training
Training,10,330,nao_usado_training
Training,10,333,nao_usado_training
Training,10,169,nao_usado_training
Training,10,127,nao_usado_training
Training,10,283,nao_usado_training
Training,10,332,nao_usado_training
Training,10,475,nao_usado_training
Training,10,69,nao_usado_training
Training,10,320,nao_usado_training
Training,10,302,nao_usado_training
Training,10,500,nao_usado_training
Training,10,177,nao_usado_training
Training,10,76,nao_usado_training
Training,10,449,nao_usado_training
Training,10,324,nao_usado_training
Training,10,317,nao_usado_training
Training,10,99,nao_usado_training
Training,10,335,nao_usado_training
Training,10,206,nao_usado_training
Training,10,6,nao_usado_training
Training,10,185,nao_usado_training
Training,10,62,nao_usado_training
Training,10,250,nao_usado_training
Training,10,200,nao_usado_training
Training,10,243,nao_usado_training
Training,10,300,nao_usado_training
Training,10,382,nao_usado_training
Training,10,270,nao_usado_training
Training,10,286,nao_usado_training
Training,10,397,nao_usado_training
Training,10,396,nao_usado_training
Training,10,195,nao_usado_training
Training,10,350,nao_usado_training
Training,10,53,nao_usado_training
Training,10,220,nao_usado_training
Training,10,120,nao_usado_training
Training,10,305,nao_usado_training
Training,10,457,nao_usado_training
Training,10,455,nao_usado_training
Training,10,261,nao_usado_training
Training,10,160,nao_usado_training
Training,10,258,nao_usado_training
Training,10,479,nao_usado_training
Training,10,326,nao_usado_training
Training,10,316,nao_usado_training
Training,10,132,nao_usado_training
Training,10,54,nao_usado_training
Training,10,351,nao_usado_training
Training,10,444,nao_usado_training
Training,10,394,nao_usado_training
Training,10,188,nao_usado_training
Training,10,77,nao_usado_training
Training,10,229,nao_usado_training
Training,10,224,nao_usado_training
Training,10,187,nao_usado_training
Training,10,196,nao_usado_training
Training,10,281,nao_usado_training
Training,10,466,nao_usado_training
Training,10,227,nao_usado_training
Training,10,249,nao_usado_training
Training,10,465,nao_usado_training
Training,10,38,nao_usado_training
Training,10,201,nao_usado_training
Training,10,485,nao_usado_training
Training,10,82,nao_usado_training
Training,10,219,nao_usado_training
Training,10,218,nao_usado_training
Training,10,381,nao_usado_training
Training,10,40,nao_usado_training
Training,10,32,nao_usado_training
Training,10,312,nao_usado_training
Training,10,167,nao_usado_training
Training,10,331,nao_usado_training
Training,10,289,nao_usado_training
Training,10,18,nao_usado_training
Training,10,176,nao_usado_training
Training,10,89,nao_usado_training
Training,10,304,nao_usado_training
Training,10,265,nao_usado_training
Training,10,226,nao_usado_training
Training,10,441,nao_usado_training
Training,10,366,nao_usado_training
Training,10,106,nao_usado_training
Training,10,306,nao_usado_training
Training,10,247,nao_usado_training
Training,10,65,nao_usado_training
Training,10,145,nao_usado_training
Training,10,463,nao_usado_training
Training,10,238,nao_usado_training
Training,10,434,nao_usado_training
Training,10,266,nao_usado_training
Training,10,422,nao_usado_training
Training,10,190,nao_usado_training
Training,10,96,nao_usado_training
Training,10,483,nao_usado_training
Training,10,31,nao_usado_training
Training,10,130,nao_usado_training
Training,10,278,nao_usado_training
Training,10,398,nao_usado_training
Training,10,494,nao_usado_training
Training,10,4,nao_usado_training
Training,10,86,nao_usado_training
Training,10,282,nao_usado_training
Training,10,101,nao_usado_training
Training,10,36,nao_usado_training
Training,10,392,nao_usado_training
Training,10,482,nao_usado_training
Training,10,49,nao_usado_training
Training,10,459,nao_usado_training
Training,10,39,nao_usado_training
Training,10,481,nao_usado_training
Training,10,60,nao_usado_training
Training,10,323,nao_usado_training
Training,10,411,nao_usado_training
Training,10,192,nao_usado_training
Training,10,461,nao_usado_training
Training,10,56,nao_usado_training
Training,10,236,nao_usado_training
Training,10,420,nao_usado_training
Training,10,72,nao_usado_training
Training,10,378,nao_usado_training
Training,10,126,nao_usado_training
Training,10,359,nao_usado_training
Training,10,84,nao_usado_training
Training,10,271,nao_usado_training
Training,10,52,nao_usado_training
Training,10,216,nao_usado_training
Training,10,451,nao_usado_training
Training,10,349,nao_usado_training
Training,10,251,nao_usado_training
Training,10,290,nao_usado_training
Training,10,58,nao_usado_training
Training,10,71,nao_usado_training
Training,10,98,nao_usado_training
Training,10,11,nao_usado_training
Training,10,298,nao_usado_training
Training,10,421,nao_usado_training
Training,10,273,nao_usado_training
Training,10,403,nao_usado_training
Training,10,487,nao_usado_training
Training,10,309,nao_usado_training
Training,10,231,nao_usado_training
Training,10,467,nao_usado_training
Training,10,399,nao_usado_training
Training,10,95,nao_usado_training
Training,10,445,nao_usado_training
Training,10,264,nao_usado_training
Training,10,313,nao_usado_training
Training,10,119,nao_usado_training
Training,10,223,nao_usado_training
Training,10,368,nao_usado_training
Training,10,234,nao_usado_training
Training,10,390,nao_usado_training
Training,10,212,nao_usado_training
Training,10,179,nao_usado_training
Training,10,73,nao_usado_training
Training,10,490,nao_usado_training
Training,10,88,nao_usado_training
Training,10,215,nao_usado_training
Training,10,181,nao_usado_training
Training,10,438,nao_usado_training
Training,10,239,nao_usado_training
Training,10,45,nao_usado_training
Training,10,7,nao_usado_training
Training,10,489,nao_usado_training
Training,10,318,nao_usado_training
Training,10,144,nao_usado_training
Training,10,116,nao_usado_training
Training,10,340,nao_usado_training
Training,10,128,nao_usado_training
Training,10,412,nao_usado_training
Training,10,439,nao_usado_training
Training,10,476,nao_usado_training
Training,10,8,nao_usado_training
Training,10,148,nao_usado_training
Training,10,150,nao_usado_training
Training,10,299,nao_usado_training
Training,10,364,nao_usado_training
Training,10,496,nao_usado_training
Training,10,26,nao_usado_training
Training,10,292,nao_usado_training
Training,10,391,nao_usado_training
Training,10,230,nao_usado_training
Training,10,293,nao_usado_training
Training,10,322,nao_usado_training
Training,10,13,nao_usado_training
Training,10,94,nao_usado_training
Training,10,90,nao_usado_training
Training,10,184,nao_usado_training
Training,10,156,nao_usado_training
Training,10,131,nao_usado_training
Training,10,446,nao_usado_training
Training,10,222,nao_usado_training
Training,10,20,nao_usado_training
Training,10,118,nao_usado_training
Training,10,296,nao_usado_training
Training,10,452,nao_usado_training
Training,10,491,nao_usado_training
Training,10,43,nao_usado_training
Training,10,469,nao_usado_training
Training,10,375,nao_usado_training
Training,10,112,nao_usado_training
Training,10,404,nao_usado_training
Training,10,142,nao_usado_training
Training,10,93,nao_usado_training
Training,10,209,nao_usado_training
Training,10,242,nao_usado_training
Training,10,214,nao_usado_training
Training,10,424,nao_usado_training
Training,10,104,nao_usado_training
Training,10,143,nao_usado_training
Training,10,193,nao_usado_training
Training,10,260,nao_usado_training
Training,10,327,nao_usado_training
Training,10,64,nao_usado_training
Training,10,321,nao_usado_training
Training,10,495,nao_usado_training
Training,10,406,nao_usado_training
Training,10,436,nao_usado_training
Training,10,345,nao_usado_training
Training,10,59,nao_usado_training
Training,10,425,nao_usado_training
Training,10,464,nao_usado_training
Training,10,133,nao_usado_training
Training,10,428,nao_usado_training
Training,10,277,nao_usado_training
Training,10,75,nao_usado_training
Training,10,376,nao_usado_training
Training,10,210,nao_usado_training
Training,10,182,nao_usado_training
Training,10,55,nao_usado_training
Training,10,155,nao_usado_training
Training,10,402,nao_usado_training
Training,10,189,nao_usado_training
Training,10,395,nao_usado_training
Training,10,288,nao_usado_training
Training,10,203,nao_usado_training
Training,10,14,nao_usado_training
Training,10,409,nao_usado_training
Training,10,166,nao_usado_training
Training,10,170,nao_usado_training
Training,10,113,nao_usado_training
Training,10,246,nao_usado_training
Training,10,388,nao_usado_training
Training,10,50,nao_usado_training
Training,10,268,nao_usado_training
Training,10,149,nao_usado_training
Training,10,51,nao_usado_training
Training,10,389,nao_usado_training
Training,10,315,nao_usado_training
Training,10,191,nao_usado_training
Training,10,484,nao_usado_training
Training,10,28,nao_usado_training
Training,10,492,nao_usado_training
Training,10,110,nao_usado_training
Training,10,139,nao_usado_training
Training,10,498,nao_usado_training
Training,10,343,nao_usado_training
Training,10,211,nao_usado_training
Training,10,48,nao_usado_training
Training,10,276,nao_usado_training
Training,10,153,nao_usado_training
Training,10,427,nao_usado_training
Training,10,477,nao_usado_training
Training,10,74,nao_usado_training
Training,10,450,nao_usado_training
Training,10,171,nao_usado_training
Training,10,19,nao_usado_training
Training,10,383,nao_usado_training
Training,10,29,nao_usado_training
Training,10,61,nao_usado_training
Training,10,68,nao_usado_training
Training,10,25,nao_usado_training
Training,10,339,nao_usado_training
Training,10,138,nao_usado_training
Training,10,125,nao_usado_training
Training,10,341,nao_usado_training
Training,10,197,nao_usado_training
Training,10,208,nao_usado_training
Training,10,3,nao_usado_training
Training,10,355,nao_usado_training
Training,10,442,nao_usado_training
Training,10,235,nao_usado_training
Training,10,256,nao_usado_training
Training,10,207,nao_usado_training
Training,10,183,nao_usado_training
Training,10,416,nao_usado_training
Training,10,356,nao_usado_training
Training,10,480,nao_usado_training
Training,10,433,nao_usado_training
Training,10,114,nao_usado_training
Training,10,408,nao_usado_training
Training,10,462,nao_usado_training
Training,10,415,nao_usado_training
Training,11,177,treino
Training,11,486,treino
Training,11,110,treino
Training,11,276,treino
Training,11,437,treino
Training,11,277,treino
Training,11,469,treino
Training,11,500,treino
Training,11,391,treino
Training,11,117,treino
Training,11,492,treino
Training,11,356,treino
Training,11,496,treino
Training,11,157,treino
Training,11,290,treino
Training,11,23,treino
Training,11,35,treino
Training,11,450,treino
Training,11,196,treino
Training,11,476,treino
Training,11,15,treino
Training,11,57,treino
Training,11,195,treino
Training,11,207,treino
Training,11,51,treino
Training,11,89,treino
Training,11,109,treino
Training,11,234,treino
Training,11,481,treino
Training,11,178,treino
Training,11,418,treino
Training,11,467,treino
Training,11,129,treino
Training,11,138,treino
Training,11,342,treino
Training,11,410,treino
Training,11,274,treino
Training,11,161,treino
Training,11,149,treino
Training,11,331,treino
Training,11,224,treino
Training,11,265,treino
Training,11,86,treino
Training,11,142,treino
Training,11,137,treino
Training,11,334,treino
Training,11,401,treino
Training,11,353,treino
Training,11,371,treino
Training,11,395,treino
Training,11,140,treino
Training,11,250,treino
Training,11,156,treino
Training,11,354,treino
Training,11,272,treino
Training,11,261,treino
Training,11,153,treino
Training,11,41,treino
Training,11,489,treino
Training,11,441,treino
Training,11,33,treino
Training,11,84,treino
Training,11,135,treino
Training,11,91,treino
Training,11,359,treino
Training,11,347,treino
Training,11,204,treino
Training,11,154,treino
Training,11,420,treino
Training,11,499,treino
Training,11,415,treino
Training,11,389,treino
Training,11,114,treino
Training,11,49,treino
Training,11,255,treino
Training,11,254,treino
Training,11,179,treino
Training,11,80,treino
Training,11,199,treino
Training,11,67,treino
Training,11,134,treino
Training,11,417,treino
Training,11,102,treino
Training,11,444,treino
Training,11,328,treino
Training,11,460,treino
Training,11,172,treino
Training,11,105,treino
Training,11,24,treino
Training,11,257,treino
Training,11,104,treino
Training,11,316,treino
Training,11,123,treino
Training,11,281,treino
Training,11,367,treino
Training,11,92,treino
Training,11,453,treino
Training,11,97,treino
Training,11,81,treino
Training,11,131,treino
Training,11,216,validacao
Training,11,168,validacao
Training,11,398,validacao
Training,11,350,validacao
Training,11,322,validacao
Training,11,370,validacao
Training,11,339,validacao
Training,11,1,validacao
Training,11,160,validacao
Training,11,107,validacao
Training,11,451,validacao
Training,11,39,validacao
Training,11,46,validacao
Training,11,115,validacao
Training,11,169,validacao
Training,11,306,validacao
Training,11,213,validacao
Training,11,88,validacao
Training,11,329,validacao
Training,11,222,validacao
Training,11,480,validacao
Training,11,10,validacao
Training,11,152,validacao
Training,11,228,validacao
Training,11,66,validacao
Training,11,170,validacao
Training,11,53,validacao
Training,11,133,validacao
Training,11,285,validacao
Training,11,263,validacao
Training,11,361,validacao
Training,11,308,validacao
Training,11,95,validacao
Training,11,183,validacao
Training,11,236,validacao
Training,11,319,validacao
Training,11,376,validacao
Training,11,374,validacao
Training,11,68,validacao
Training,11,393,validacao
Training,11,252,validacao
Training,11,126,validacao
Training,11,294,validacao
Training,11,396,validacao
Training,11,82,validacao
Training,11,368,validacao
Training,11,232,validacao
Training,11,32,validacao
Training,11,9,validacao
Training,11,176,validacao
Training,11,292,nao_usado_training
Training,11,408,nao_usado_training
Training,11,455,nao_usado_training
Training,11,38,nao_usado_training
Training,11,147,nao_usado_training
Training,11,483,nao_usado_training
Training,11,330,nao_usado_training
Training,11,302,nao_usado_training
Training,11,167,nao_usado_training
Training,11,498,nao_usado_training
Training,11,62,nao_usado_training
Training,11,485,nao_usado_training
Training,11,34,nao_usado_training
Training,11,454,nao_usado_training
Training,11,340,nao_usado_training
Training,11,464,nao_usado_training
Training,11,377,nao_usado_training
Training,11,372,nao_usado_training
Training,11,253,nao_usado_training
Training,11,300,nao_usado_training
Training,11,333,nao_usado_training
Training,11,364,nao_usado_training
Training,11,312,nao_usado_training
Training,11,70,nao_usado_training
Training,11,293,nao_usado_training
Training,11,148,nao_usado_training
Training,11,189,nao_usado_training
Training,11,55,nao_usado_training
Training,11,298,nao_usado_training
Training,11,165,nao_usado_training
Training,11,348,nao_usado_training
Training,11,21,nao_usado_training
Training,11,309,nao_usado_training
Training,11,463,nao_usado_training
Training,11,301,nao_usado_training
Training,11,219,nao_usado_training
Training,11,341,nao_usado_training
Training,11,411,nao_usado_training
Training,11,29,nao_usado_training
Training,11,490,nao_usado_training
Training,11,352,nao_usado_training
Training,11,399,nao_usado_training
Training,11,180,nao_usado_training
Training,11,338,nao_usado_training
Training,11,386,nao_usado_training
Training,11,387,nao_usado_training
Training,11,325,nao_usado_training
Training,11,158,nao_usado_training
Training,11,488,nao_usado_training
Training,11,373,nao_usado_training
Training,11,238,nao_usado_training
Training,11,440,nao_usado_training
Training,11,118,nao_usado_training
Training,11,28,nao_usado_training
Training,11,211,nao_usado_training
Training,11,244,nao_usado_training
Training,11,282,nao_usado_training
Training,11,428,nao_usado_training
Training,11,36,nao_usado_training
Training,11,120,nao_usado_training
Training,11,260,nao_usado_training
Training,11,362,nao_usado_training
Training,11,424,nao_usado_training
Training,11,43,nao_usado_training
Training,11,369,nao_usado_training
